book,chapter,paragraph,scene,line,page,speaker,addressee,person,org,place,language,aloud,format,words
1,6,103,64,1,86,#Mycroft,#Vivien,#Isabel,#Hive-Utopia,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Isabel,#CFB,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Isabel,#Nurturists,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Casimir,#Hive-Humanists,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Casimir,#Hive-Utopia,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Casimir,#CFB,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Casimir,#Nurturists,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Madame,#Hive-Humanists,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Madame,#Hive-Utopia,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Madame,#CFB,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Madame,#Nurturists,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Jehova,#Hive-Humanists,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Jehova,#Hive-Utopia,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Jehova,#CFB,NA,fr-eu,TRUE,novel,130
1,6,103,64,1,86,#Mycroft,#Vivien,#Jehova,#Nurturists,NA,fr-eu,TRUE,novel,130
1,6,104,64,1,86,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,75
1,6,104,64,1,86,#Mycroft,#reader,#Kohaku,NA,NA,en-en,FALSE,novel,75
1,6,105,64,1,86,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,8
1,6,106,64,1,87,#Mycroft,#Vivien,#Kohaku,NA,NA,fr-eu,TRUE,novel,39
1,6,108,64,1,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,6
1,6,109,64,1,87,#Mycroft,#Vivien,NA,NA,NA,fr-eu,TRUE,novel,7
1,6,110,64,1,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,14
1,6,111,64,1,87,#Mycroft,#Vivien,NA,NA,NA,fr-eu,TRUE,novel,1
1,6,111,64,2,87,#Mycroft,#Vivien,#Ando,NA,NA,fr-eu,TRUE,novel,10
1,6,112,64,1,87,#Vivien,#Mycroft,NA,#Hive-Mitsubishi,NA,fr-eu,TRUE,novel,8
1,6,112,64,2,87,#Vivien,#Mycroft,NA,#Hive-Europe,NA,fr-eu,TRUE,novel,5
1,6,114,64,1,87,#Vivien,#Mycroft,#Kohaku,NA,NA,fr-eu,TRUE,novel,40
1,6,114,64,2,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,24
1,6,115,64,1,87,#Mycroft,#Vivien,#Vivien,#CensorOffice,NA,fr-eu,TRUE,novel,33
1,6,116,64,1,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,3
1,6,117,64,1,87,#Mycroft,#Vivien,#Su-Hyeon,NA,NA,fr-eu,TRUE,novel,26
1,6,117,64,1,87,#Mycroft,#Vivien,#Toshi,NA,NA,fr-eu,TRUE,novel,26
1,6,118,64,1,88,#Vivien,#Mycroft,#Toshi,NA,NA,fr-eu,TRUE,novel,19
1,6,118,64,1,88,#Vivien,#Mycroft,#Kohaku,NA,NA,fr-eu,TRUE,novel,19
1,6,118,64,1,88,#Vivien,#Mycroft,#Ando,NA,NA,fr-eu,TRUE,novel,19
1,6,119,64,1,88,#Mycroft,#Vivien,#Toshi,NA,NA,fr-eu,TRUE,novel,5
1,6,120,64,1,88,#Vivien,#Mycroft,#Toshi,NA,NA,fr-eu,TRUE,novel,17
1,6,120,64,1,88,#Vivien,#Mycroft,#Danae,NA,NA,fr-eu,TRUE,novel,17
1,6,122,64,1,88,#Vivien,#Mycroft,#Su-Hyeon,NA,NA,fr-eu,TRUE,novel,1
1,6,122,64,2,88,#Vivien,#Mycroft,#Su-Hyeon,NA,NA,fr-eu,TRUE,novel,28
1,7,1,66,1,89,#Car,#Dominic,NA,#Cars,#CdP,en-en,TRUE,novel,59
1,7,1,66,1,89,#Car,#Dominic,NA,#Hive-Humanists,#CdP,en-en,TRUE,novel,59
1,7,3,66,1,89,#reader,#Mycroft,#Mycroft,NA,NA,en-ar,FALSE,novel,78
1,7,3,66,1,89,#reader,#Mycroft,#Dominic,NA,NA,en-ar,FALSE,novel,78
1,7,4,66,1,90,#Mycroft,#reader,#reader,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#reader,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Danae,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Danae,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Voltaire,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Voltaire,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Washington,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Washington,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Rousseau,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Rousseau,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Sade,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Sade,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Dominic,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,4,66,1,90,#Mycroft,#reader,#Dominic,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,6,69,1,90,#Lesley,#Cato,#Cato,NA,NA,en-en,TRUE,novel,4
1,7,6,69,2,90,#Lesley,#Cato,NA,NA,NA,en-en,TRUE,novel,5
1,7,8,70,1,90,#Dominic,#Dominic,NA,NA,NA,fr-eu,TRUE,novel,3
1,7,9,70,1,90,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,11,70,1,90,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,11,70,2,90,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,12,71,1,90,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,6
1,7,13,71,1,91,#Dominic,#Lesley,#Dominic,NA,NA,en-en,TRUE,novel,25
1,7,13,71,1,91,#Dominic,#Lesley,#Jehova,NA,NA,en-en,TRUE,novel,25
1,7,13,71,1,91,#Dominic,#Lesley,#Martin,NA,NA,en-en,TRUE,novel,25
1,7,14,71,1,91,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,8
1,7,14,71,2,91,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,6
1,7,15,71,1,91,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,15,71,2,91,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,23
1,7,15,71,3,91,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,10
1,7,16,71,1,91,#Lesley,#Public,NA,NA,NA,en-en,TRUE,novel,10
1,7,16,71,2,91,#Lesley,#Public,NA,NA,NA,en-en,TRUE,novel,10
1,7,17,71,1,92,#Lesley,#Dominic,#Lesley,NA,NA,en-en,TRUE,novel,4
1,7,17,71,2,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,18,71,1,92,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,8
1,7,18,72,2,92,#Dominic,#Lesley,#Martin,NA,NA,en-en,TRUE,novel,14
1,7,19,72,1,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,19,72,2,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,8
1,7,20,72,1,92,#Dominic,#Lesley,#Ganymede,NA,NA,en-en,TRUE,novel,14
1,7,21,72,1,92,#Lesley,#Dominic,#Ganymede,NA,NA,en-en,TRUE,novel,4
1,7,22,72,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,5
1,7,23,72,1,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,7
1,7,24,72,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,1
1,7,24,72,2,92,#Dominic,#Lesley,#Jehova,NA,NA,en-en,TRUE,novel,8
1,7,24,72,3,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,24
1,7,25,72,1,92,#Lesley,#Dominic,#Dominic,NA,NA,en-en,TRUE,novel,10
1,7,26,72,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,15
1,7,27,72,1,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,28,72,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,16
1,7,30,72,1,93,#Dominic,#Lesley,NA,#Hive-Humanists,NA,en-en,TRUE,novel,46
1,7,30,72,1,93,#Dominic,#Lesley,NA,#Alliance,NA,en-en,TRUE,novel,46
1,7,31,72,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,11
1,7,32,72,1,93,#Dominic,#Lesley,#Ganymede,NA,NA,en-en,TRUE,novel,108
1,7,32,72,1,93,#Dominic,#Lesley,#Martin,NA,NA,en-en,TRUE,novel,108
1,7,32,72,2,93,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,9
1,7,33,72,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,14
1,7,34,72,1,93,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,18
1,7,35,72,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,9
1,7,36,72,1,93,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,18
1,7,37,72,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,37,72,2,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,8
1,7,38,72,1,93,#Dominic,#Lesley,#Sniper,NA,NA,en-en,TRUE,novel,42
1,7,39,72,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,19
1,7,40,72,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,9
1,7,41,72,1,94,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,42,72,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,4
1,7,42,72,2,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,4
1,7,43,72,1,94,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,80
1,7,43,72,1,94,#Mycroft,#reader,#Dominic,NA,NA,en-en,TRUE,novel,80
1,7,43,72,1,94,#Mycroft,#reader,#Lesley,NA,NA,en-en,TRUE,novel,80
1,7,43,72,2,94,#reader,#Mycroft,#Mycroft,NA,NA,en-ar,FALSE,novel,86
1,7,43,72,2,94,#reader,#Mycroft,#Dominic,NA,NA,en-ar,FALSE,novel,86
1,7,43,72,2,94,#reader,#Mycroft,#Lesley,NA,NA,en-ar,FALSE,novel,86
1,7,43,72,2,94,#reader,#Mycroft,#Ockham,NA,NA,en-ar,FALSE,novel,86
1,7,43,72,2,94,#reader,#Mycroft,#Sniper,NA,NA,en-ar,FALSE,novel,86
1,7,43,72,2,94,#reader,#Mycroft,#Eureka,NA,NA,en-ar,FALSE,novel,86
1,7,43,72,2,94,#reader,#Mycroft,#Sidney,NA,NA,en-ar,FALSE,novel,86
1,7,43,72,3,94,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,62
1,7,43,72,3,94,#Mycroft,#reader,#Lesley,NA,NA,en-en,TRUE,novel,62
1,7,43,72,3,94,#Mycroft,#reader,#Dominic,NA,NA,en-en,TRUE,novel,62
1,7,43,72,3,94,#Mycroft,#reader,#Danae,NA,NA,en-en,TRUE,novel,62
1,7,44,72,1,94,#reader,#Mycroft,#Mycroft,NA,NA,en-ar,FALSE,novel,28
1,7,44,72,1,94,#reader,#Mycroft,#Voltaire,NA,NA,en-ar,FALSE,novel,28
1,7,44,72,1,94,#reader,#Mycroft,#Hobbes,NA,NA,en-ar,FALSE,novel,28
1,7,45,72,1,94,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,7
1,7,46,72,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,19
1,7,47,72,1,94,#Lesley,#Dominic,#Cato,NA,NA,en-en,TRUE,novel,37
1,7,47,72,1,94,#Lesley,#Dominic,#Thisbe,NA,NA,en-en,TRUE,novel,37
1,7,47,72,1,94,#Lesley,#Dominic,#Kat,NA,NA,en-en,TRUE,novel,37
1,7,47,72,1,94,#Lesley,#Dominic,#Robin,NA,NA,en-en,TRUE,novel,37
1,7,48,72,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,2
1,7,48,72,2,94,#Dominic,#Lesley,NA,,NA,en-en,TRUE,novel,8
1,7,48,72,3,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,15
1,7,49,72,1,95,#Lesley,#Dominic,#Ockham,NA,NA,en-en,TRUE,novel,10
1,7,50,72,1,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,13
1,7,51,72,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,10
1,7,52,72,1,95,#Dominic,#Lesley,#Sidney,NA,NA,en-en,TRUE,novel,41
1,7,53,72,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,4
1,7,54,72,1,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,8
1,7,54,72,2,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,17
1,7,55,72,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,17
1,7,56,72,1,95,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,6
1,7,56,72,2,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,56,74,3,95,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,14
1,7,57,74,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,58,74,1,95,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,7,59,74,1,95,#Carlyle,#Dominic,#Thisbe,NA,NA,en-en,TRUE,novel,4
1,7,59,74,2,95,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,3
1,7,59,74,3,95,#Mycroft,#reader,#Carlyle,NA,NA,en-en,FALSE,novel,25
1,7,59,74,3,95,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,25
1,7,59,74,3,95,#Mycroft,#reader,#Bridger,NA,NA,en-en,FALSE,novel,25
1,7,60,74,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,60,74,2,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,6
1,7,61,74,1,95,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,7,62,74,1,95,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,5
1,7,63,74,1,95,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,3
1,7,64,74,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,4
1,7,64,74,2,96,#Carlyle,#Dominic,#Eureka,NA,NA,en-en,TRUE,novel,11
1,7,65,74,1,96,#Dominic,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,4
1,7,66,74,1,96,#Carlyle,#Dominic,#Carlyle,NA,NA,en-en,TRUE,novel,2
1,7,67,74,1,96,#Dominic,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,2
1,7,68,74,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,4
1,7,69,74,1,96,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,4
1,7,70,74,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,5
1,7,71,74,1,96,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,4
1,7,72,74,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,72,74,2,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,3
1,7,73,74,1,96,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,7,74,74,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,75,74,1,96,#Dominic,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,13
1,7,75,74,2,96,#Dominic,#Carlyle,#Thisbe,NA,NA,en-en,TRUE,novel,14
1,7,76,76,1,96,#Mycroft,#reader,#Martin,NA,NA,en-en,TRUE,novel,135
1,7,76,76,1,96,#Mycroft,#reader,#Dominic,NA,NA,en-en,TRUE,novel,135
1,7,76,76,1,96,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,135
1,7,77,76,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,3
1,7,78,76,1,97,#Lesley,#Carlyle,#Dominic,NA,NA,en-en,TRUE,novel,2
1,7,78,76,2,97,#Lesley,#Carlyle,#Dominic,NA,NA,en-en,TRUE,novel,13
1,7,79,76,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,21
1,7,80,76,1,97,#Lesley,#Carlyle,#Lesley,NA,NA,en-en,TRUE,novel,6
1,7,81,76,1,97,#Carlyle,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,6
1,7,82,76,1,97,#Lesley,#Carlyle,#Lesley,NA,NA,en-en,TRUE,novel,2
1,7,83,76,1,97,#Carlyle,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,1
1,7,83,76,2,97,#Carlyle,#Lesley,#Dominic,NA,NA,en-en,TRUE,novel,20
1,7,84,76,1,97,#Lesley,#Carlyle,NA,NA,NA,en-en,TRUE,novel,6
1,7,85,76,1,97,#Carlyle,#Lesley,NA,#Conclave,NA,en-en,TRUE,novel,11
1,7,86,76,1,97,#Lesley,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,7,87,76,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,3
1,7,88,76,1,97,#Lesley,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,7,90,76,1,97,#Lesley,#Carlyle,NA,#BlacklawHiveless,NA,en-en,TRUE,novel,21
1,7,91,76,1,97,#Carlyle,#Lesley,#Dominic,#BlacklawHiveless,NA,en-en,TRUE,novel,59
1,7,93,76,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,27
1,7,94,76,1,98,#Lesley,#Carlyle,#Dominic,NA,NA,en-en,TRUE,novel,35
1,7,94,76,2,98,#Lesley,#Carlyle,#Kat,NA,NA,en-en,TRUE,novel,31
1,7,94,76,2,98,#Lesley,#Carlyle,#Robin,NA,NA,en-en,TRUE,novel,31
1,8,1,79,1,99,#Martin,#Mycroft,#Mycroft,#Trackers,NA,la-ma,TRUE,script,31
1,8,2,79,1,99,#Mycroft,#Martin,#Martin,NA,NA,la-ma,TRUE,script,15
1,8,3,79,1,99,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,147
1,8,3,79,1,99,#Mycroft,#reader,#Martin,NA,NA,en-en,TRUE,novel,147
1,8,3,79,1,99,#Mycroft,#reader,#MASON,NA,NA,en-en,TRUE,novel,147
1,8,4,79,1,99,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,13
1,8,5,79,1,99,#Mycroft,#Martin,NA,NA,NA,la-ma,TRUE,script,8
1,8,6,79,1,99,#Martin,#Mycroft,NA,#SWBH,NA,la-ma,TRUE,script,16
1,8,7,79,1,99,#Mycroft,#Martin,NA,#Alliance,NA,la-ma,TRUE,script,13
1,8,8,79,1,99,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,novel,1
1,8,9,79,1,99,#Mycroft,#Martin,#Martin,NA,NA,la-ma,TRUE,script,92
1,8,9,79,1,99,#Mycroft,#Martin,#Papadelias,NA,NA,la-ma,TRUE,script,92
1,8,9,79,1,99,#Mycroft,#Martin,#Danae,NA,NA,la-ma,TRUE,script,92
1,8,9,79,1,99,#Mycroft,#Martin,#Ando,NA,NA,la-ma,TRUE,script,92
1,8,10,79,1,100,#Martin,#Mycroft,#Mycroft,NA,NA,la-ma,TRUE,script,20
1,8,10,79,1,100,#Martin,#Mycroft,#Ando,NA,NA,la-ma,TRUE,script,20
1,8,11,79,1,100,#Mycroft,#Martin,#Danae,NA,NA,la-ma,TRUE,script,3
1,8,12,79,1,100,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,15
1,8,13,79,1,100,#Mycroft,#Martin,NA,NA,NA,la-ma,TRUE,script,2
1,8,14,79,1,100,#Martin,#Mycroft,NA,#Hive-Mitsubishi,NA,la-ma,TRUE,script,59
1,8,14,79,1,100,#Martin,#Mycroft,NA,#Alliance,NA,la-ma,TRUE,script,59
1,8,15,79,1,100,#Mycroft,#Martin,#Martin,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,15,79,1,100,#Mycroft,#Martin,#Martin,#Trackers,NA,la-ma,TRUE,novel,102
1,8,15,79,1,100,#Mycroft,#Martin,#Ando,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,15,79,1,100,#Mycroft,#Martin,#Ando,#Trackers,NA,la-ma,TRUE,novel,102
1,8,15,79,1,100,#Mycroft,#Martin,#Danae,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,15,79,1,100,#Mycroft,#Martin,#Danae,#Trackers,NA,la-ma,TRUE,novel,102
1,8,15,79,1,100,#Mycroft,#Martin,#MASON,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,15,79,1,100,#Mycroft,#Martin,#MASON,#Trackers,NA,la-ma,TRUE,novel,102
1,8,16,79,1,100,#Martin,#Mycroft,#Ando,#Bloc-Japan,NA,la-ma,TRUE,script,10
1,8,17,79,1,100,#Mycroft,#Martin,#Ando,#Hive-Mitsubishi,NA,la-ma,TRUE,script,49
1,8,17,79,1,100,#Mycroft,#Martin,#Martin,#Hive-Mitsubishi,NA,la-ma,TRUE,script,49
1,8,18,79,1,100,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,31
1,8,19,79,1,100,#Mycroft,#Martin,#Martin,#Trackers,NA,la-ma,TRUE,script,24
1,8,20,79,1,100,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,2
1,8,21,79,1,100,#Mycroft,#Martin,#Ando,NA,NA,la-ma,TRUE,script,25
1,8,22,79,1,101,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,24
1,8,23,79,1,101,#Mycroft,#Martin,#Martin,NA,NA,la-ma,TRUE,script,9
1,8,25,80,1,101,#Su-Hyeon,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,8
1,8,26,80,1,101,#Mycroft,#Su-Hyeon,NA,NA,NA,en-en,TRUE,novel,3
1,8,27,80,1,101,#Ganymede,#Mycroft,#Mycroft,#Strat-France,#Marseille,fr-eu,TRUE,novel,31
1,8,27,80,1,101,#Ganymede,#Mycroft,#Vivien,#Strat-France,#Marseille,fr-eu,TRUE,novel,31
1,8,27,80,1,101,#Ganymede,#Mycroft,#Ganymede,#Strat-France,#Marseille,fr-eu,TRUE,novel,31
1,8,29,80,1,101,#Mycroft,#Su-Hyeon,NA,NA,NA,en-en,TRUE,novel,5
1,8,29,80,2,101,#Mycroft,#Su-Hyeon,NA,NA,NA,en-en,TRUE,novel,6
1,8,30,80,1,101,#Vivien,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,8,30,80,2,101,#Vivien,#Mycroft,#Masami,NA,NA,en-en,TRUE,novel,26
1,8,32,80,1,101,#Su-Hyeon,#Vivien,NA,NA,NA,en-en,TRUE,novel,13
1,8,33,80,1,101,#Vivien,#Su-Hyeon,#Toshi,NA,NA,en-en,TRUE,novel,6
1,8,34,80,1,101,#Toshi,#Vivien,#Masami,#Brood,#Togenkyo,en-en,TRUE,novel,28
1,8,35,80,1,101,#Vivien,#Toshi,NA,NA,NA,en-en,TRUE,novel,26
1,8,36,80,1,101,#Toshi,#Vivien,NA,NA,NA,en-en,TRUE,novel,2
1,8,37,82,1,102,#Vivien,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,3
1,8,38,82,1,102,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,96
1,8,38,82,1,102,#Mycroft,#reader,#ThomasCarlyle,NA,NA,en-en,FALSE,novel,96
1,8,39,83,1,102,#Unknown,#Vivien,#Vivien,NA,NA,en-en,TRUE,novel,5
1,8,41,85,1,102,#Mycroft,#reader,#ApolloMojave,#Hive-Utopia,#Pantheon,en-en,TRUE,novel,114
1,8,41,85,1,102,#Mycroft,#reader,#ApolloMojave,#Hive-Utopia,#Heaven,en-en,TRUE,novel,114
1,8,41,85,1,102,#Mycroft,#reader,#reader,#Hive-Utopia,#Pantheon,en-en,TRUE,novel,114
1,8,41,85,1,102,#Mycroft,#reader,#reader,#Hive-Utopia,#Heaven,en-en,TRUE,novel,114
1,8,41,85,1,102,#Mycroft,#reader,#MASON,#Hive-Utopia,#Pantheon,en-en,TRUE,novel,114
1,8,41,85,1,102,#Mycroft,#reader,#MASON,#Hive-Utopia,#Heaven,en-en,TRUE,novel,114
1,8,43,86,1,103,#Unknown-Servicer,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,4
1,8,44,86,1,103,#Unknown-Servicer,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,7
1,8,45,86,1,103,#Unknown-Servicer,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,6
1,8,47,86,1,103,#Unknown-Servicer,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,11
1,8,47,86,1,103,#Unknown-Servicer,#Mycroft,#Unknown-Cousin,NA,NA,en-en,TRUE,novel,11
1,8,48,86,1,103,#Unknown-Servicer,#Mycroft,NA,NA,NA,en-en,TRUE,novel,6
1,8,49,86,1,103,#Unknown-Servicer,#Mycroft,NA,NA,NA,en-en,TRUE,novel,2
1,8,51,86,1,103,#Vivien,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,9
1,8,51,86,2,104,#Vivien,#Mycroft,NA,NA,NA,en-en,TRUE,novel,7
1,8,52,86,1,104,#Mycroft,#Vivien,#Vivien,NA,NA,en-en,TRUE,novel,2
1,8,53,86,1,104,#Vivien,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,11
1,8,55,86,1,104,#Vivien,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,3
1,8,56,86,1,104,#Su-Hyeon,#Vivien,#Vivien,NA,NA,en-en,TRUE,novel,2
1,8,56,86,2,104,#Su-Hyeon,#Vivien,NA,NA,NA,en-en,TRUE,novel,2
