book,chapter,scene,paragraph,line,page,speaker,addressee,person,org,place,language,aloud,format,words
1,6,64,103,1,86,#Mycroft,#Vivien,#Jehova,#Hive-Humanists,NA,fr-eu,TRUE,novel,130
1,6,64,103,1,86,#Mycroft,#Vivien,#Jehova,#Hive-Utopia,NA,fr-eu,TRUE,novel,130
1,6,64,103,1,86,#Mycroft,#Vivien,#Jehova,#CFB,NA,fr-eu,TRUE,novel,130
1,6,64,103,1,86,#Mycroft,#Vivien,#Jehova,#Nurturists,NA,fr-eu,TRUE,novel,130
1,6,64,104,1,86,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,75
1,6,64,104,1,86,#Mycroft,#reader,#Kohaku,NA,NA,en-en,FALSE,novel,75
1,6,64,105,1,86,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,8
1,6,64,106,1,87,#Mycroft,#Vivien,#Kohaku,NA,NA,fr-eu,TRUE,novel,39
1,6,64,108,1,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,6
1,6,64,109,1,87,#Mycroft,#Vivien,NA,NA,NA,fr-eu,TRUE,novel,7
1,6,64,110,1,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,14
1,6,64,111,1,87,#Mycroft,#Vivien,NA,NA,NA,fr-eu,TRUE,novel,1
1,6,64,111,2,87,#Mycroft,#Vivien,#Ando,NA,NA,fr-eu,TRUE,novel,10
1,6,64,112,1,87,#Vivien,#Mycroft,NA,#Hive-Mitsubishi,NA,fr-eu,TRUE,novel,8
1,6,64,112,2,87,#Vivien,#Mycroft,NA,#Hive-Europe,NA,fr-eu,TRUE,novel,5
1,6,64,114,1,87,#Vivien,#Mycroft,#Kohaku,NA,NA,fr-eu,TRUE,novel,40
1,6,64,114,2,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,24
1,6,64,115,1,87,#Mycroft,#Vivien,#Vivien,#CensorOffice,NA,fr-eu,TRUE,novel,33
1,6,64,116,1,87,#Vivien,#Mycroft,NA,NA,NA,fr-eu,TRUE,novel,3
1,6,64,117,1,87,#Mycroft,#Vivien,#Su-Hyeon,NA,NA,fr-eu,TRUE,novel,26
1,6,64,117,1,87,#Mycroft,#Vivien,#Toshi,NA,NA,fr-eu,TRUE,novel,26
1,6,64,118,1,88,#Vivien,#Mycroft,#Toshi,NA,NA,fr-eu,TRUE,novel,19
1,6,64,118,1,88,#Vivien,#Mycroft,#Kohaku,NA,NA,fr-eu,TRUE,novel,19
1,6,64,118,1,88,#Vivien,#Mycroft,#Ando,NA,NA,fr-eu,TRUE,novel,19
1,6,64,119,1,88,#Mycroft,#Vivien,#Toshi,NA,NA,fr-eu,TRUE,novel,5
1,6,64,120,1,88,#Vivien,#Mycroft,#Toshi,NA,NA,fr-eu,TRUE,novel,17
1,6,64,120,1,88,#Vivien,#Mycroft,#Danae,NA,NA,fr-eu,TRUE,novel,17
1,6,64,122,1,88,#Vivien,#Mycroft,#Su-Hyeon,NA,NA,fr-eu,TRUE,novel,1
1,6,64,122,2,88,#Vivien,#Mycroft,#Su-Hyeon,NA,NA,fr-eu,TRUE,novel,28
1,7,66,1,1,89,#Car,#Dominic,NA,#Cars,#CdP,en-en,TRUE,novel,59
1,7,66,1,1,89,#Car,#Dominic,NA,#Hive-Humanists,#CdP,en-en,TRUE,novel,59
1,7,66,3,1,89,#reader,#Mycroft,#Mycroft,NA,NA,en-ar,FALSE,novel,78
1,7,66,3,1,89,#reader,#Mycroft,#Dominic,NA,NA,en-ar,FALSE,novel,78
1,7,66,4,1,90,#Mycroft,#reader,#reader,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#reader,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Danae,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Danae,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Voltaire,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Voltaire,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Washington,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Washington,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Rousseau,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Rousseau,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Sade,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Sade,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Dominic,#Strat-France,#Japan,en-en,FALSE,novel,218
1,7,66,4,1,90,#Mycroft,#reader,#Dominic,#Strat-Japan,#Japan,en-en,FALSE,novel,218
1,7,69,6,1,90,#Lesley,#Cato,#Cato,NA,NA,en-en,TRUE,novel,4
1,7,69,6,2,90,#Lesley,#Cato,NA,NA,NA,en-en,TRUE,novel,5
1,7,70,8,1,90,#Dominic,#Dominic,NA,NA,NA,fr-eu,TRUE,novel,3
1,7,70,9,1,90,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,70,11,1,90,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,70,11,2,90,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,71,12,1,90,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,6
1,7,71,13,1,91,#Dominic,#Lesley,#Dominic,NA,NA,en-en,TRUE,novel,25
1,7,71,13,1,91,#Dominic,#Lesley,#Jehova,NA,NA,en-en,TRUE,novel,25
1,7,71,13,1,91,#Dominic,#Lesley,#Martin,NA,NA,en-en,TRUE,novel,25
1,7,71,14,1,91,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,8
1,7,71,14,2,91,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,6
1,7,71,15,1,91,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,71,15,2,91,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,23
1,7,71,15,3,91,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,10
1,7,71,16,1,91,#Lesley,#Public,NA,NA,NA,en-en,TRUE,novel,10
1,7,71,16,2,91,#Lesley,#Public,NA,NA,NA,en-en,TRUE,novel,10
1,7,71,17,1,92,#Lesley,#Dominic,#Lesley,NA,NA,en-en,TRUE,novel,4
1,7,71,17,2,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,71,18,1,92,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,8
1,7,72,18,2,92,#Dominic,#Lesley,#Martin,NA,NA,en-en,TRUE,novel,14
1,7,72,19,1,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,72,19,2,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,8
1,7,72,20,1,92,#Dominic,#Lesley,#Ganymede,NA,NA,en-en,TRUE,novel,14
1,7,72,21,1,92,#Lesley,#Dominic,#Ganymede,NA,NA,en-en,TRUE,novel,4
1,7,72,22,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,5
1,7,72,23,1,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,7
1,7,72,24,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,1
1,7,72,24,2,92,#Dominic,#Lesley,#Jehova,NA,NA,en-en,TRUE,novel,8
1,7,72,24,3,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,24
1,7,72,25,1,92,#Lesley,#Dominic,#Dominic,NA,NA,en-en,TRUE,novel,10
1,7,72,26,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,15
1,7,72,27,1,92,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,72,28,1,92,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,16
1,7,72,30,1,93,#Dominic,#Lesley,NA,#Hive-Humanists,NA,en-en,TRUE,novel,46
1,7,72,30,1,93,#Dominic,#Lesley,NA,#Alliance,NA,en-en,TRUE,novel,46
1,7,72,31,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,11
1,7,72,32,1,93,#Dominic,#Lesley,#Ganymede,NA,NA,en-en,TRUE,novel,108
1,7,72,32,1,93,#Dominic,#Lesley,#Martin,NA,NA,en-en,TRUE,novel,108
1,7,72,32,2,93,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,9
1,7,72,33,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,14
1,7,72,34,1,93,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,18
1,7,72,35,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,9
1,7,72,36,1,93,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,18
1,7,72,37,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,72,37,2,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,8
1,7,72,38,1,93,#Dominic,#Lesley,#Sniper,NA,NA,en-en,TRUE,novel,42
1,7,72,39,1,93,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,19
1,7,72,40,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,9
1,7,72,41,1,94,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,72,42,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,4
1,7,72,42,2,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,4
1,7,72,43,1,94,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,80
1,7,72,43,1,94,#Mycroft,#reader,#Dominic,NA,NA,en-en,TRUE,novel,80
1,7,72,43,1,94,#Mycroft,#reader,#Lesley,NA,NA,en-en,TRUE,novel,80
1,7,72,43,2,94,#reader,#Mycroft,#Mycroft,NA,NA,en-ar,FALSE,novel,86
1,7,72,43,2,94,#reader,#Mycroft,#Dominic,NA,NA,en-ar,FALSE,novel,86
1,7,72,43,2,94,#reader,#Mycroft,#Lesley,NA,NA,en-ar,FALSE,novel,86
1,7,72,43,2,94,#reader,#Mycroft,#Ockham,NA,NA,en-ar,FALSE,novel,86
1,7,72,43,2,94,#reader,#Mycroft,#Sniper,NA,NA,en-ar,FALSE,novel,86
1,7,72,43,2,94,#reader,#Mycroft,#Eureka,NA,NA,en-ar,FALSE,novel,86
1,7,72,43,2,94,#reader,#Mycroft,#Sidney,NA,NA,en-ar,FALSE,novel,86
1,7,72,43,3,94,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,62
1,7,72,43,3,94,#Mycroft,#reader,#Lesley,NA,NA,en-en,TRUE,novel,62
1,7,72,43,3,94,#Mycroft,#reader,#Dominic,NA,NA,en-en,TRUE,novel,62
1,7,72,43,3,94,#Mycroft,#reader,#Danae,NA,NA,en-en,TRUE,novel,62
1,7,72,44,1,94,#reader,#Mycroft,#Mycroft,NA,NA,en-ar,FALSE,novel,28
1,7,72,44,1,94,#reader,#Mycroft,#Voltaire,NA,NA,en-ar,FALSE,novel,28
1,7,72,44,1,94,#reader,#Mycroft,#Hobbes,NA,NA,en-ar,FALSE,novel,28
1,7,72,45,1,94,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,7
1,7,72,46,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,19
1,7,72,47,1,94,#Lesley,#Dominic,#Cato,NA,NA,en-en,TRUE,novel,37
1,7,72,47,1,94,#Lesley,#Dominic,#Thisbe,NA,NA,en-en,TRUE,novel,37
1,7,72,47,1,94,#Lesley,#Dominic,#Kat,NA,NA,en-en,TRUE,novel,37
1,7,72,47,1,94,#Lesley,#Dominic,#Robin,NA,NA,en-en,TRUE,novel,37
1,7,72,48,1,94,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,2
1,7,72,48,2,94,#Dominic,#Lesley,NA,,NA,en-en,TRUE,novel,8
1,7,72,48,3,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,15
1,7,72,49,1,95,#Lesley,#Dominic,#Ockham,NA,NA,en-en,TRUE,novel,10
1,7,72,50,1,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,13
1,7,72,51,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,10
1,7,72,52,1,95,#Dominic,#Lesley,#Sidney,NA,NA,en-en,TRUE,novel,41
1,7,72,53,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,4
1,7,72,54,1,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,8
1,7,72,54,2,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,17
1,7,72,55,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,17
1,7,72,56,1,95,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,6
1,7,72,56,2,95,#Dominic,#Lesley,NA,NA,NA,en-en,TRUE,novel,6
1,7,74,56,3,95,#Dominic,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,14
1,7,74,57,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,74,58,1,95,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,7,74,59,1,95,#Carlyle,#Dominic,#Thisbe,NA,NA,en-en,TRUE,novel,4
1,7,74,59,2,95,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,3
1,7,74,59,3,95,#Mycroft,#reader,#Carlyle,NA,NA,en-en,FALSE,novel,25
1,7,74,59,3,95,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,25
1,7,74,59,3,95,#Mycroft,#reader,#Bridger,NA,NA,en-en,FALSE,novel,25
1,7,74,60,1,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,74,60,2,95,#Lesley,#Dominic,NA,NA,NA,en-en,TRUE,novel,6
1,7,74,61,1,95,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,7,74,62,1,95,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,5
1,7,74,63,1,95,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,3
1,7,74,64,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,4
1,7,74,64,2,96,#Carlyle,#Dominic,#Eureka,NA,NA,en-en,TRUE,novel,11
1,7,74,65,1,96,#Dominic,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,4
1,7,74,66,1,96,#Carlyle,#Dominic,#Carlyle,NA,NA,en-en,TRUE,novel,2
1,7,74,67,1,96,#Dominic,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,2
1,7,74,68,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,4
1,7,74,69,1,96,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,4
1,7,74,70,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,5
1,7,74,71,1,96,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,4
1,7,74,72,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,74,72,2,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,3
1,7,74,73,1,96,#Dominic,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,7,74,74,1,96,#Carlyle,#Dominic,NA,NA,NA,en-en,TRUE,novel,1
1,7,74,75,1,96,#Dominic,#Carlyle,#Carlyle,NA,NA,en-en,TRUE,novel,13
1,7,74,75,2,96,#Dominic,#Carlyle,#Thisbe,NA,NA,en-en,TRUE,novel,14
1,7,76,76,1,96,#Mycroft,#reader,#Martin,NA,NA,en-en,TRUE,novel,135
1,7,76,76,1,96,#Mycroft,#reader,#Dominic,NA,NA,en-en,TRUE,novel,135
1,7,76,76,1,96,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,135
1,7,76,77,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,3
1,7,76,78,1,97,#Lesley,#Carlyle,#Dominic,NA,NA,en-en,TRUE,novel,2
1,7,76,78,2,97,#Lesley,#Carlyle,#Dominic,NA,NA,en-en,TRUE,novel,13
1,7,76,79,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,21
1,7,76,80,1,97,#Lesley,#Carlyle,#Lesley,NA,NA,en-en,TRUE,novel,6
1,7,76,81,1,97,#Carlyle,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,6
1,7,76,82,1,97,#Lesley,#Carlyle,#Lesley,NA,NA,en-en,TRUE,novel,2
1,7,76,83,1,97,#Carlyle,#Lesley,#Lesley,NA,NA,en-en,TRUE,novel,1
1,7,76,83,2,97,#Carlyle,#Lesley,#Dominic,NA,NA,en-en,TRUE,novel,20
1,7,76,84,1,97,#Lesley,#Carlyle,NA,NA,NA,en-en,TRUE,novel,6
1,7,76,85,1,97,#Carlyle,#Lesley,NA,#Conclave,NA,en-en,TRUE,novel,11
1,7,76,86,1,97,#Lesley,#Carlyle,NA,NA,NA,en-en,TRUE,novel,1
1,7,76,87,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,3
1,7,76,88,1,97,#Lesley,#Carlyle,NA,NA,NA,en-en,TRUE,novel,2
1,7,76,90,1,97,#Lesley,#Carlyle,NA,#BlacklawHiveless,NA,en-en,TRUE,novel,21
1,7,76,91,1,97,#Carlyle,#Lesley,#Dominic,#BlacklawHiveless,NA,en-en,TRUE,novel,59
1,7,76,93,1,97,#Carlyle,#Lesley,NA,NA,NA,en-en,TRUE,novel,27
1,7,76,94,1,98,#Lesley,#Carlyle,#Dominic,NA,NA,en-en,TRUE,novel,35
1,7,76,94,2,98,#Lesley,#Carlyle,#Kat,NA,NA,en-en,TRUE,novel,31
1,7,76,94,2,98,#Lesley,#Carlyle,#Robin,NA,NA,en-en,TRUE,novel,31
1,8,79,1,1,99,#Martin,#Mycroft,#Mycroft,#Trackers,NA,la-ma,TRUE,script,31
1,8,79,2,1,99,#Mycroft,#Martin,#Martin,NA,NA,la-ma,TRUE,script,15
1,8,79,3,1,99,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,147
1,8,79,3,1,99,#Mycroft,#reader,#Martin,NA,NA,en-en,TRUE,novel,147
1,8,79,3,1,99,#Mycroft,#reader,#MASON,NA,NA,en-en,TRUE,novel,147
1,8,79,4,1,99,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,13
1,8,79,5,1,99,#Mycroft,#Martin,NA,NA,NA,la-ma,TRUE,script,8
1,8,79,6,1,99,#Martin,#Mycroft,NA,#SWBH,NA,la-ma,TRUE,script,16
1,8,79,7,1,99,#Mycroft,#Martin,NA,#Alliance,NA,la-ma,TRUE,script,13
1,8,79,8,1,99,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,novel,1
1,8,79,9,1,99,#Mycroft,#Martin,#Martin,NA,NA,la-ma,TRUE,script,92
1,8,79,9,1,99,#Mycroft,#Martin,#Papadelias,NA,NA,la-ma,TRUE,script,92
1,8,79,9,1,99,#Mycroft,#Martin,#Danae,NA,NA,la-ma,TRUE,script,92
1,8,79,9,1,99,#Mycroft,#Martin,#Ando,NA,NA,la-ma,TRUE,script,92
1,8,79,10,1,100,#Martin,#Mycroft,#Mycroft,NA,NA,la-ma,TRUE,script,20
1,8,79,10,1,100,#Martin,#Mycroft,#Ando,NA,NA,la-ma,TRUE,script,20
1,8,79,11,1,100,#Mycroft,#Martin,#Danae,NA,NA,la-ma,TRUE,script,3
1,8,79,12,1,100,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,15
1,8,79,13,1,100,#Mycroft,#Martin,NA,NA,NA,la-ma,TRUE,script,2
1,8,79,14,1,100,#Martin,#Mycroft,NA,#Hive-Mitsubishi,NA,la-ma,TRUE,script,59
1,8,79,14,1,100,#Martin,#Mycroft,NA,#Alliance,NA,la-ma,TRUE,script,59
1,8,79,15,1,100,#Mycroft,#Martin,#Martin,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,79,15,1,100,#Mycroft,#Martin,#Martin,#Trackers,NA,la-ma,TRUE,novel,102
1,8,79,15,1,100,#Mycroft,#Martin,#Ando,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,79,15,1,100,#Mycroft,#Martin,#Ando,#Trackers,NA,la-ma,TRUE,novel,102
1,8,79,15,1,100,#Mycroft,#Martin,#Danae,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,79,15,1,100,#Mycroft,#Martin,#Danae,#Trackers,NA,la-ma,TRUE,novel,102
1,8,79,15,1,100,#Mycroft,#Martin,#MASON,#Bloc-Japan,NA,la-ma,TRUE,novel,102
1,8,79,15,1,100,#Mycroft,#Martin,#MASON,#Trackers,NA,la-ma,TRUE,novel,102
1,8,79,16,1,100,#Martin,#Mycroft,#Ando,#Bloc-Japan,NA,la-ma,TRUE,script,10
1,8,79,17,1,100,#Mycroft,#Martin,#Ando,#Hive-Mitsubishi,NA,la-ma,TRUE,script,49
1,8,79,17,1,100,#Mycroft,#Martin,#Martin,#Hive-Mitsubishi,NA,la-ma,TRUE,script,49
1,8,79,18,1,100,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,31
1,8,79,19,1,100,#Mycroft,#Martin,#Martin,#Trackers,NA,la-ma,TRUE,script,24
1,8,79,20,1,100,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,2
1,8,79,21,1,100,#Mycroft,#Martin,#Ando,NA,NA,la-ma,TRUE,script,25
1,8,79,22,1,101,#Martin,#Mycroft,NA,NA,NA,la-ma,TRUE,script,24
1,8,79,23,1,101,#Mycroft,#Martin,#Martin,NA,NA,la-ma,TRUE,script,9
1,8,80,25,1,101,#Su-Hyeon,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,8
1,8,80,26,1,101,#Mycroft,#Su-Hyeon,NA,NA,NA,en-en,TRUE,novel,3
1,8,80,27,1,101,#Ganymede,#Mycroft,#Mycroft,#Strat-France,#Marseille,fr-eu,TRUE,novel,31
1,8,80,27,1,101,#Ganymede,#Mycroft,#Vivien,#Strat-France,#Marseille,fr-eu,TRUE,novel,31
1,8,80,27,1,101,#Ganymede,#Mycroft,#Ganymede,#Strat-France,#Marseille,fr-eu,TRUE,novel,31
1,8,80,29,1,101,#Mycroft,#Su-Hyeon,NA,NA,NA,en-en,TRUE,novel,5
1,8,80,29,2,101,#Mycroft,#Su-Hyeon,NA,NA,NA,en-en,TRUE,novel,6
1,8,80,30,1,101,#Vivien,#Mycroft,NA,NA,NA,en-en,TRUE,novel,1
1,8,80,30,2,101,#Vivien,#Mycroft,#Masami,NA,NA,en-en,TRUE,novel,26
1,8,80,32,1,101,#Su-Hyeon,#Vivien,NA,NA,NA,en-en,TRUE,novel,13
1,8,80,33,1,101,#Vivien,#Su-Hyeon,#Toshi,NA,NA,en-en,TRUE,novel,6
1,8,80,34,1,101,#Toshi,#Vivien,#Masami,#Brood,#Togenkyo,en-en,TRUE,novel,28
1,8,80,35,1,101,#Vivien,#Toshi,NA,NA,NA,en-en,TRUE,novel,26
1,8,80,36,1,101,#Toshi,#Vivien,NA,NA,NA,en-en,TRUE,novel,2
1,8,82,37,1,102,#Vivien,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,3
1,8,82,38,1,102,#Mycroft,#reader,#reader,NA,NA,en-en,FALSE,novel,96
1,8,82,38,1,102,#Mycroft,#reader,#ThomasCarlyle,NA,NA,en-en,FALSE,novel,96
1,8,83,39,1,102,#Unknown,#Vivien,#Vivien,NA,NA,en-en,TRUE,novel,5
1,8,85,41,1,102,#Mycroft,#reader,#ApolloMojave,#Hive-Utopia,#Pantheon,en-en,TRUE,novel,114
1,8,85,41,1,102,#Mycroft,#reader,#ApolloMojave,#Hive-Utopia,#Heaven,en-en,TRUE,novel,114
1,8,85,41,1,102,#Mycroft,#reader,#reader,#Hive-Utopia,#Pantheon,en-en,TRUE,novel,114
1,8,85,41,1,102,#Mycroft,#reader,#reader,#Hive-Utopia,#Heaven,en-en,TRUE,novel,114
1,8,85,41,1,102,#Mycroft,#reader,#MASON,#Hive-Utopia,#Pantheon,en-en,TRUE,novel,114
1,8,85,41,1,102,#Mycroft,#reader,#MASON,#Hive-Utopia,#Heaven,en-en,TRUE,novel,114
1,8,86,43,1,103,#Unknown-Servicer,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,4
1,8,86,44,1,103,#Unknown-Servicer,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,7
1,8,86,45,1,103,#Unknown-Servicer,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,6
1,8,86,47,1,103,#Unknown-Servicer,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,11
1,8,86,47,1,103,#Unknown-Servicer,#Mycroft,#Unknown-Cousin,NA,NA,en-en,TRUE,novel,11
1,8,86,48,1,103,#Unknown-Servicer,#Mycroft,NA,NA,NA,en-en,TRUE,novel,6
1,8,86,49,1,103,#Unknown-Servicer,#Mycroft,NA,NA,NA,en-en,TRUE,novel,2
1,8,86,51,1,103,#Vivien,#Mycroft,#Mycroft,NA,NA,en-en,TRUE,novel,9
1,8,86,51,2,104,#Vivien,#Mycroft,NA,NA,NA,en-en,TRUE,novel,7
1,8,86,52,1,104,#Mycroft,#Vivien,#Vivien,NA,NA,en-en,TRUE,novel,2
1,8,86,53,1,104,#Vivien,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,11
1,8,86,55,1,104,#Vivien,#Unknown-Servicer,NA,NA,NA,en-en,TRUE,novel,3
1,8,86,56,1,104,#Su-Hyeon,#Vivien,#Vivien,NA,NA,en-en,TRUE,novel,2
1,8,86,56,2,104,#Su-Hyeon,#Vivien,NA,NA,NA,en-en,TRUE,novel,2
1,8,87,59,1,104,#Lugli,#Public,NA,NA,NA,en-en,TRUE,novel,323
1,8,87,60,1,105,#Mycroft,#reader,#reader,NA,NA,en-en,TRUE,novel,83
1,8,87,60,1,105,#Mycroft,#reader,#ThomasCarlyle,NA,NA,en-en,TRUE,novel,83
1,8,87,60,1,105,#Mycroft,#reader,#Jefferson,NA,NA,en-en,TRUE,novel,83
1,8,87,61,1,105,#Lugli,#Public,NA,NA,NA,en-en,TRUE,novel,4
1,8,87,61,2,105,#Lugli,#Public,NA,NA,#Africa,en-en,TRUE,novel,165
1,8,87,61,2,105,#Lugli,#Public,NA,NA,#Europe,en-en,TRUE,novel,165
1,8,87,61,2,105,#Lugli,#Public,NA,NA,#Asia,en-en,TRUE,novel,165
1,8,87,61,2,105,#Lugli,#Public,NA,NA,#Australia,en-en,TRUE,novel,165
1,8,87,61,2,105,#Lugli,#Public,NA,NA,#NorthAmerica,en-en,TRUE,novel,165
1,8,87,61,2,105,#Lugli,#Public,NA,NA,#SouthAmerica,en-en,TRUE,novel,165
1,8,87,62,1,105,#Lugli,#Public,NA,#Hive-Cousins,NA,en-en,TRUE,novel,237
1,8,87,62,1,105,#Lugli,#Public,NA,#Olympians,NA,en-en,TRUE,novel,237
